UniqueID,AD-AsymAD.FoldChange,AD-Control.FoldChange,AsymAD-Control.FoldChange,f.value,p.value,Holm Adjusted pvalule AD to AsymAD,Holm Adjusted pvalule AD to Control,Holm Adjusted pvalule AsymAD to Control
TLN2|Q9Y4G6,0.04322566570000008,0.05201559633018872,0.008789930630188639,27.35035296305069,5.5625314153734156e-12,1.9628543663511524e-09,5.979981505388049e-08,0.23483973456944215
MYH10|P35580-2,0.00035220837906593805,0.00940283993406596,0.009050631555000022,1.1034346255257204,0.3325610703107301,0.9488910579543011,0.5402511173611079,0.5402511173611079
MYH10|P35580-3,-0.009419925752834443,0.0018890393063491773,0.01130896505918362,0.7422122356815971,0.47660741820803276,0.922183071009006,0.922183071009006,0.922183071009006
MYH10|P35580-5,0.014082215656852949,0.035407563599152175,0.02132534794229923,2.8611912392193095,0.058253505689852374,0.37136103420887656,0.031299461172430855,0.37136103420887656
SPTBN2|O15020,0.02021936681994505,0.019707613828529966,-0.0005117529914150827,7.146051391953856,0.0008736904745576155,0.0017042919397096117,0.018548972004753358,0.9339956855454277
AKAP12|Q02952,-0.05369321800961538,-0.058275734101596546,-0.0045825160919811675,18.67262650206699,1.540426350231927e-08,6.83682829284168e-07,6.83682829284168e-07,0.7009447028439012
ANK3|Q12955,0.01237898575956041,0.011573751411258534,-0.0008052343483018753,0.9246178872061489,0.3973810491557923,0.6350998995754769,0.643998574982178,0.9426589764731507
PCLO|Q9Y6V0-5,0.018721675260549422,0.03131185562036075,0.012590180359811326,4.280282394677323,0.014365206493977947,0.09124053801902421,0.01037344128169481,0.27728081474730765
ANK2|E9PHW9,-0.014644224389450525,-0.0067450839928467204,0.007899140396603804,1.907842181552045,0.14951232567425402,0.12401627053049555,0.7529295002258469,0.7529295002258469
RYR2|Q92736-2,0.009041590000054958,-0.0008832978662658073,-0.009924887866320765,0.9917537282970773,0.3716765656721933,0.6885654054373919,0.9169753878874074,0.6885654054373919
PCLO|Q9Y6V0,0.030555731130549477,0.041383845818473985,0.010828114687924509,11.160553572189649,1.8249909211161445e-05,0.00035984818841077094,8.006488702755511e-05,0.27065770255146787
MYH9|P35579,-0.006022470919395478,0.020081022423906303,0.02610349334330178,3.4082015013390694,0.03389548748145021,0.4834762790407172,0.1041161150273057,0.031599482635905785
TLN1|Q9Y490,-0.02417687404934063,-0.023696113404623714,0.0004807606447169155,4.2137264294471795,0.015336252541406565,0.02003984890160348,0.05931459023507023,0.9646702773538928
DMXL2|Q8TDJ6,0.02539629857313188,0.033988836302094136,0.008592537728962252,12.45335440187113,5.319496895996236e-06,0.00012660173618679423,2.0268420009405263e-05,0.2745593665467255
MYO5A|Q9Y4I1-2,0.014539686946758248,0.028443764298362016,0.013904077351603768,9.005878838621216,0.0001444353445240399,0.023430230029957023,4.4361423908454086e-05,0.04800245024087464
LRP1|Q07954,-0.012006880398839598,-0.05329051795666599,-0.041283637557826394,23.4568273993444,1.8875364084454937e-10,0.07275441397087751,1.0115556094640711e-11,1.9092480566478435e-06
HUWE1|Q7Z6Z7,0.003703503897637359,0.007348353928675102,0.0036448500310377434,0.7457238753345768,0.4749339134547794,0.9677035739210635,0.625432549744912,0.9677035739210635
NEFM|E7ESP9,-0.09395729993104351,-0.13913200672962867,-0.04517470679858515,10.005659140649998,5.5188939159870085e-05,0.0011988907101274004,0.0003121742110177859,0.16969597299040134
PRKDC|P78527,0.005144925578681316,0.006351406026228485,0.0012064804475471688,0.5047353850376557,0.6039820265045737,0.9354562404897991,0.9354562404897991,0.9354562404897991
FLNA|P21333,-0.023343944269065914,0.012071730631971783,0.0354156749010377,0.9062563331062068,0.4047170341705768,0.6759217603979202,0.6992728728209933,0.6759217603979202
UBR4|Q5T4S7,0.005041560546412083,0.00804790851527059,0.003006347968858507,1.689431639744185,0.18570907839714232,0.4309856343008918,0.20969945125268868,0.5009465912815716
AHNAK2|Q8IVF2,0.007478329928296695,0.03685559187405121,0.029377261945754518,2.1250814064487966,0.12053390830522571,0.6286858620461421,0.14921582915110657,0.1867967859309871
FASN|P49327,-0.05451362066939569,-0.05234668287798054,0.0021669377914151494,22.441372365568537,4.772826307698413e-10,3.56115669231432e-09,1.3735359758084112e-06,0.8370783252322263
MAP6|Q96JE9,0.0003158164288461218,0.005257252446298988,0.004941436017452866,0.20860264231662726,0.8117905041212947,1.0,1.0,1.0
DNM1|Q05193-2,0.03878497228953473,0.03287780652595812,-0.005907165763576611,0.9350035375180942,0.39331970156423224,0.677570323740255,0.8531929135935277,0.8531929135935277
DNM1|Q05193,-0.0007179798053296854,0.01095134383155711,0.011669323636886796,1.2133544056788625,0.29809919765204285,0.916790770880076,0.43225341596901085,0.43225341596901085
SYN1|P17600,-0.003289546007417557,-0.000886677308832684,0.002402868698584873,0.046838701050468945,0.9542456191959586,1.0,1.0,1.0
GFAP|P14136,-0.20342803088824157,-0.30942347147522276,-0.10599544058698118,30.856236201732862,2.431187942131923e-13,5.581645135172781e-08,5.8655987045993056e-12,0.01004272236776494
ANK3|Q12955-4,0.004738471076813272,0.0014241268566246024,-0.0033143442201886697,0.3409284164341645,0.7112800912882064,1.0,1.0,1.0
ATP1A3|P13637-3,0.04081136313769229,0.059260589968069655,0.018449226830377363,26.070111704640954,1.762423646518516e-11,4.257887544381539e-07,2.1108698876428668e-11,0.0406073733422796
SPTBN4|Q9H254,-0.0080077668975823,-0.018094711077959694,-0.010086944180377394,3.0975254746770156,0.0460554337801552,0.3380394521311609,0.049921897026109684,0.3380394521311609
ANK2|E9PCH6,-0.017307034696208794,-0.012522969564793686,0.0047840651314151085,4.331167667088449,0.013664640749093312,0.013547891150737228,0.16505432694494268,0.4855548314660135
ATP1A2|B1AKY9,0.058012495081593396,0.08530181593489528,0.02728932085330188,28.326950741764307,2.316417084259809e-12,3.8040791349523784e-08,2.6634053964014325e-10,0.023170727196521978
GFAP|P14136-3,-0.03474822068939387,-0.09670468484523809,-0.061956464155844215,3.925025462242585,0.020378483013570124,0.25002350552760133,0.012040525614015361,0.12577012546204575
RTN4|Q9NQC3,0.02814940211697803,0.069313518021978,0.04116411590499997,17.51437070190671,4.5262641871942275e-08,0.005578274695560495,8.05277080496581e-09,0.0008370642201998283
ATP1A1|P05023,0.04075808202662087,0.058514282907422756,0.017756200880801883,23.25529517994282,2.2684565227900783e-10,9.269247380201687e-07,8.769001183660274e-10,0.06050401803569686
MYH14|Q7Z406-6,-0.023738727975439494,-0.03566583877742066,-0.011927110801981167,6.065494484954257,0.002501461834236079,0.02228668655942954,0.003116907202511896,0.27645988638317287
SPTB|P11277-2,0.012373723631483518,0.011679747025917479,-0.000693976605566039,2.0322156179596065,0.13215925107899512,0.21446579238045482,0.25513129567705695,0.9268510811533595
MYO18A|Q92614,0.00019969934192298755,0.0007602378127721382,0.0005605384708491506,0.011423661684871548,0.9886416065891735,1.0,1.0,1.0
ACTN1|P12814-3,0.036515728261373726,0.05976923919241148,0.023253510931037752,4.064485611456447,0.017760124199001213,0.08607317362903101,0.016187263102481638,0.3119682011587586
SYN1|P17600-2,-0.009980629210349439,-0.02501297117118277,-0.015032341960833334,0.5861705948566822,0.5571052873891844,0.9262390701237717,0.8708953676272377,0.9262390701237717
VCP|P55072,-0.022049870875054944,-0.024642426407319104,-0.0025925555322641597,11.55078772040627,1.2570868875430155e-05,0.00010711959068106336,0.00011304581105734187,0.6818881910787017
CNTN1|Q12860,0.011895630251593459,0.016131512953763222,0.004235882702169763,3.3717883015180314,0.03513483461069698,0.07941123520021016,0.05139925717443487,0.5471221362838818
AP2B1|P63010,0.021034224304426738,0.039987678358765634,0.018953454054338896,5.66786396232384,0.00369157715828882,0.07652538716629563,0.007054720841649811,0.0900130303836093
DCTN1|Q14203,-0.011039462913076961,-0.003965683706095846,0.007073779206981115,2.6916547715036687,0.06878110266369256,0.07489749810891848,0.48058539562878644,0.4192154529188684
UBA1|P22314,-0.032375717328626125,-0.03856006671324891,-0.006184349384622784,23.073741070476732,2.67733856323564e-10,6.621104509489805e-08,5.731338781289801e-09,0.36563361728616806
TUBB2A|Q13885,0.0018897486527472626,0.020053328582935962,0.0181635799301887,3.2485601350267093,0.03967660854382385,0.7951516442369724,0.055113406644354164,0.055113406644354164
TUBB4B|P68371,-0.025129525396703323,-0.02435216363632592,0.0007773617603774041,2.41942456742642,0.09004597202475396,0.16042204216980832,0.19476199712112816,0.9547480688767287
EPB41L3|Q9Y2J2-4,0.027044650776978013,0.03715945569178934,0.010114804914811329,12.369707495128914,5.7600888884564445e-06,0.00028786907931243743,1.1467080668702838e-05,0.2264319076717227
NEFL|P07196,-0.08681574018033011,-0.13711990890617887,-0.05030416872584875,10.463507217019922,3.5568310656424944e-05,0.0016985239696247854,0.00014157271957931092,0.10691493054641898
KIF21A|Q7Z4S6,0.008064444001043933,0.019340109322081682,0.01127566532103775,1.782128263994502,0.16937979864846675,0.5836024266692429,0.10401943610956724,0.5836024266692429
KIF21A|Q7Z4S6-4,0.015460449598108154,-0.0070937150321807585,-0.022554164630288913,0.5152395662499188,0.5978204095499307,1.0,1.0,1.0
VPS13C|Q709C8,-0.00703559624197802,-0.010537923274808216,-0.0035023270328301956,1.0699101960407833,0.34384754842332943,0.6158031323253809,0.6158031323253809,0.6669175702904722
TUBB2B|Q9BVA1,-0.059238113247137264,-0.0961545734098071,-0.03691646016266983,10.828321465498588,2.5077796374243596e-05,0.003142523007400103,2.9578787332132996e-05,0.08271354267901826
ACTN1|P12814,0.054323338827582404,0.06676595943645033,0.012442620608867926,16.054952955434146,1.772265198939679e-07,5.166927489851755e-06,5.166927489851755e-06,0.3646601790673316
TUBB4A|P04350,-0.021955281619230757,-0.013095462250362885,0.008859819368867872,3.3579725091347714,0.03561688375863254,0.030088033726148846,0.39569227633756565,0.39569227633756565
EPB41L3|Q9Y2J2,-0.002693917840329671,0.009379914725896735,0.012073832566226406,0.27988983200785955,0.7559890145857555,1.0,1.0,1.0
ATP2B2|Q01814,0.06212391881538461,0.07741374603991295,0.015289827224528346,30.47883241483141,3.3987716283042603e-13,1.2457806256734838e-09,4.767613366296053e-11,0.1791946766220871
ITPR1|Q14643,0.02044515563373625,0.03460084724486834,0.014155691611132086,8.306748223176752,0.00028368568760249815,0.011752003474439972,0.00016495480909352642,0.1216994361922553
HSPG2|P98160,0.020750206280879133,0.05099159278125647,0.03024138650037734,2.9393291743211734,0.05384433391348652,0.35245942589016205,0.05996666968790187,0.35245942589016205
ACO2|Q99798,0.03443445856494495,0.03273270865871858,-0.0017017499062263741,8.302299835712047,0.0002849084743302683,0.0004669307048015325,0.004334858375942383,0.8775014745563476
EPB41L3|Q9Y2J2-2,0.016730037575769238,0.018942710476052244,0.0022126729002830067,3.280762102389862,0.03843573408787396,0.07976773562454607,0.07976773562454607,0.799216548356005
ATP2B2|Q01814-2,0.031793987413791164,0.05188965195407422,0.020095664540283054,5.293367135490185,0.005319256840603954,0.05419718420713684,0.0042653334066671406,0.22935378170419912
HSPA4|P34932,0.0050349869143405945,0.012254644565001083,0.007219657650660488,0.9433307822286194,0.39004204537273046,0.7459428295274295,0.5882682445520439,0.7459428295274295
TUBA1A|Q71U36,-0.029948151730000094,-0.03736777810377358,-0.007419626373773483,5.524513149193734,0.004242831166061695,0.012678873362698767,0.010215470770631058,0.5681927071224444
TUBB|P07437,-0.029632756954780112,-0.033514164502798996,-0.0038814075480188837,4.814563316538019,0.008502519191690453,0.02167964109985155,0.02280189972520864,0.7622291588040542
ACTN4|O43707,0.03776121188467041,0.05590841397117979,0.018147202086509384,19.70338611116829,5.926672202428115e-09,7.010945261119221e-06,4.819150476730154e-07,0.03869032455965885
MYH11|P35749-4,-0.004060356317967029,0.04409455941042917,0.0481549157283962,1.8871856185485236,0.15260837812921424,0.8418415974811408,0.2736948358466428,0.19527259013886822
LRPPRC|P42704,0.09985698726956048,0.11374927864710756,0.013892291377547078,42.832348595014665,7.412717765706508e-18,2.714692118502004e-13,1.1609639103506564e-13,0.3307656684217958
NBEA|Q8NFP9,0.004660497159560451,0.008598330747107617,0.003937833587547165,0.9649447799993748,0.38173446651754106,0.774668749740612,0.43670392471962466,0.774668749740612
ACTN1|H9KV75,0.0501105879865385,0.07711189494267057,0.027001306956132072,31.349997332713123,1.569487862954431e-13,4.297414932758548e-08,2.1563505260037184e-11,0.0061728668914976526
OXR1|Q8N573,0.006681567734373606,0.005179669645241535,-0.0015018980891320713,0.4100074780632731,0.6638750946448582,1.0,1.0,1.0
NFASC|O94856-9,0.03304753965851645,0.023012192058988218,-0.010035347599528233,4.3247079595401585,0.013751638363561667,0.01317742594097754,0.09971226201949507,0.49495684698280773
ANK2|H0Y8Y2,-0.0032585442152197053,-0.0025172170349366807,0.0007413271802830246,0.1414222157295642,0.868158485384164,1.0,1.0,1.0
ATP2B1|P20020-4,0.025890906132087905,0.03613856869510677,0.010247662563018858,11.343012852954205,1.5329688454769926e-05,0.00046963371872032914,3.051029728213951e-05,0.23193324396087472
AP2B1|P63010-3,0.03310190636472528,0.048679372736989426,0.015577466372264143,19.497189803866643,7.172394040173511e-09,1.2255849831464452e-05,1.204051003603311e-08,0.06661903829224805
ATP5B|P06576,0.025693384817549444,0.027546648416587174,0.0018532635990377282,4.831442330686176,0.008362961707929021,0.02307299134499889,0.02307299134499889,0.8672373345306414
NFASC|X6RKN2,0.0015318928280768918,-0.005155011501451395,-0.006686904329528287,0.25287554611184226,0.7766668459991036,1.0,1.0,1.0
HSPD1|P10809,0.025960976409835232,0.036200355428986225,0.010239379019150993,8.686942309986211,0.00019647657563412848,0.003498702775275049,0.00046533634967953284,0.26749237915060753
STXBP1|P61764,0.0376774141352747,0.08017437028187852,0.042496956146603815,21.8276102252304,8.375953326498388e-10,0.00043977291445949056,3.4669696961080416e-09,0.00043977291445949056
ADD2|P35612,0.028241934292802195,0.041475907858179686,0.013233973565377491,7.2820486305371,0.0007655984230107324,0.011198869803525725,0.0003721348423856044,0.27636594938330017
PLCB1|Q9NQ66,0.07433412641346154,0.09428192575544267,0.01994779934198112,36.00437045926634,2.635324378328805e-15,6.865609273031751e-11,1.0277016450980519e-12,0.11228577477794825
TUBB3|Q13509,0.0066942499710439946,0.018174499173025105,0.01148024920198111,2.5038544795021687,0.08282573898323825,0.34580050708008103,0.06284676179099014,0.287136989880534
DPYSL2|Q16555-2,-0.02161219694383133,-0.024975205139436043,-0.0033630081956047136,6.686065924335449,0.001366430058023295,0.0051154479137254395,0.004191990743958751,0.6769614167139613
SYNJ1|C9JFZ1,0.011315372711538485,0.027483655961538497,0.016168283250000012,6.471952146423327,0.0016831379390957592,0.07765802488179557,0.0008434359872820787,0.07384490131201367
CADPS|Q9ULU8,0.034272784181570724,0.023586004139044964,-0.01068678004252576,4.478527400575797,0.011835509376800099,0.013145829176565045,0.15397163367259872,0.42857717485603386
NUMA1|Q14980-2,-0.03168392867714284,-0.035862094404312705,-0.0041781657271698636,6.353702247677253,0.001888651835513546,0.004392055529426064,0.004392055529426064,0.7444608655142189
EPB41L1|A0A0C4DH22,-0.003036634410989142,-0.001806565133630561,0.0012300692773585808,0.06255692078861483,0.9393671704355757,1.0,1.0,1.0
STXBP1|P61764-2,0.03488231774510986,0.03951827807878909,0.0046359603336792315,3.6674853856587037,0.026251583123722905,0.05236763362978377,0.05236763362978377,0.8015964378390188
OGDH|E9PCR7,-0.05618255395905541,-0.08779716829308948,-0.031614614334034064,5.058239579553922,0.00677584195472035,0.053145665299007806,0.019183505168525045,0.22538033451817086
C3|P01024,-0.0773207360475277,-0.1121850003498861,-0.034864264302358394,4.697919601882657,0.009533028410538241,0.041499351501887126,0.010096084044612036,0.3940006539044376
CKAP5|Q14008,-0.002275554221483525,0.006142655860874972,0.008418210082358497,1.1676471328339073,0.31197101674940225,0.6341416466591021,0.4931884798938677,0.4323478084950657
HTT|P42858,0.013902629578131848,0.012380352632282796,-0.0015222769458490513,2.982197352314549,0.05161158066694896,0.07206532200354504,0.1761550516432691,0.8236309462751722
HSP90AA1|P07900,-0.011890665104065778,0.0005405735942358714,0.01243123869830165,0.5910861966849538,0.5541238905690916,0.9957069072573004,0.9957069072573004,0.9957069072573004
OGDH|E9PDF2,0.039699871380549465,0.0478494105165872,0.008149539136037734,19.373124425393137,8.045391392259374e-09,8.286145510383379e-07,5.660671361185002e-07,0.3496039475372298
TNR|Q92752,0.019713247948032944,0.03124606118401411,0.011532813235981168,7.99429513610216,0.00038381468031350937,0.008702202740166512,0.00020136573105633657,0.18652484847990466
GAPDH|P04406,-0.02681703512203293,-0.04367802498590084,-0.016860989863867915,4.252597296618217,0.01476139765718158,0.10767264379674896,0.01336776846639708,0.2608955604549987
PYGB|P11216,-0.007397778276538456,-0.018336592794557325,-0.010938814518018869,0.8224242529854943,0.43997701292775737,0.8225436130085775,0.5949959431372132,0.8225436130085775
ATP2B4|P23634-2,-0.0019632548223626582,-0.00014901233651358134,0.0018142424858490769,0.04080667943622141,0.9600179983161237,1.0,1.0,1.0
PI4KA|J3KN10,0.033031045449285645,0.045346715204851715,0.01231566975556607,17.82591198649688,3.3855444834434964e-08,1.0670515032390225e-05,2.2494726283363467e-08,0.16409596316453468
OGDH|Q02218,0.06622912121842939,0.0280698694656821,-0.038159251752747286,1.7493422967665104,0.1749996548835438,0.2088587360688839,0.7032971195346682,0.7032971195346682
ATP2B4|P23634,-0.03065884189263715,-0.015550441579618463,0.015108400313018688,0.9356762401044232,0.3930274838921586,0.5023633670965766,1.0,1.0
AP2A1|O95782,0.03475381905071428,0.05759737143665769,0.022843552385943412,24.975169446908875,4.7463074578941475e-11,5.020266155340996e-06,2.8547333517800644e-10,0.005693202220067368
TUBA4A|P68366,0.0030334438855495333,0.002923844459983435,-0.00010959942556609814,0.04266990393590765,0.958231241873102,1.0,1.0,1.0
EEA1|Q15075,0.035180166280989036,0.03830540269966827,0.0031252364186792336,27.123602739726895,6.820325417273553e-12,1.2693746630818803e-10,3.8472694073655336e-08,0.6298628340098864
KIF1A|Q12756-2,0.011547595235829683,0.022020002459952333,0.01047240722412265,5.2149552958488385,0.0057435790857898825,0.09554575210629188,0.005030449429990077,0.1302406679182664
CADPS|Q9ULU8-3,0.037640963168000016,0.049578485292452824,0.011937522124452808,18.913460168080988,1.2318869328530216e-08,2.649583084305727e-06,2.0055717220003342e-08,0.2120671060114125
HECTD4|F8VWT9,0.005329086266208795,0.0052952413468691645,-3.384491933963035e-05,0.8013347155502123,0.4493228395405061,0.7954000838005059,0.7954000838005059,0.995022254710682
HSPH1|Q92598,-0.021936507130570104,0.006731088314455014,0.028667595445025118,0.6666833957451578,0.5138862546686044,0.9036492062338308,0.9036492062338308,0.9036492062338308
CTNNA2|P26232,0.2622038300092857,0.38498014869541775,0.12277631868613205,22.705896698953154,3.746946154538368e-10,3.918208468582503e-06,1.8323304252372298e-09,0.03773401146226809
TUBA1C|F5H5D3,-0.007862435821098877,0.0030847777781463775,0.010947213599245255,0.5480932050582121,0.5784085982760071,0.9770903964955406,0.9770903964955406,0.9770903964955406
CKB|P12277,-0.008108477044670243,0.00898112122693348,0.017089598271603723,2.3245074179498544,0.09892065563552933,0.5016054059199676,0.5016054059199676,0.09126996191218867
NFASC|O94856-8,-0.04670046980889209,-0.11612465717905351,-0.06942418737016143,5.377540758584695,0.0049698816392691175,0.11821823600639439,0.003140786809977968,0.11821823600639439
EPRS|P07814,0.018690047513846147,0.028980109276487677,0.01029006176264153,9.773020174772528,6.901239140932736e-05,0.00334614035748622,0.00023407934778881944,0.11757671066101576
UTRN|P46939,-0.03671776608890112,-0.04467404053286338,-0.007956274443962257,13.462143617659999,2.0416488467277817e-06,3.646580008707572e-05,1.103550045123986e-05,0.4428545711326043
CLASP2|E7EW49,0.004612955018571563,0.011729554136118647,0.007116599117547084,1.863064313445078,0.15630531450867036,0.49727882110325367,0.11922502170819721,0.49727882110325367
GOLGB1|Q14789-2,0.006468009575934082,-0.011324231735952706,-0.017792241311886788,0.2178659343155258,0.804311919270775,1.0,1.0,1.0
CEP170B|Q9Y4F5,0.0747795804101749,0.05983124923025196,-0.014948331179922947,4.828947449749754,0.00841400465483406,0.004023501259270109,0.13044136503056555,0.6082729704116367
OPA1|O60313-2,0.0358804890251099,0.03860572696086461,0.0027252379357547082,12.206964948544032,6.72509769593209e-06,6.823504276230028e-05,0.0005845376287269549,0.7479814904967632
ATP2A2|P16615,0.11007488147829675,0.1422851651089571,0.03221028363066037,46.803555588922585,2.596020625830671e-19,4.688411821283037e-13,9.643932911762473e-17,0.05199171816191004
HSP90AB1|P08238,-0.013538154413351544,-0.014696354091747688,-0.0011581996783961435,0.6330735762525129,0.5313955303993492,0.9345821792609116,0.9345821792609116,0.940265283276931
CLASP2|J3KR49,-0.07121849341356229,-0.032338221574022,0.03888027183954029,2.816788222482819,0.061227631540588356,0.056865783829608656,0.5897502122381083,0.5897502122381083
PFKP|Q01813,-0.01905349461505497,0.004604625998341272,0.02365812061339624,3.2522121533504995,0.03953388266599701,0.09088426569041785,0.6578195788300899,0.08807767115223153
ATP2A2|P16615-3,0.03783803580950548,0.04994984460582624,0.012111808796320754,20.221604555519278,3.671716179430873e-09,5.725332288402976e-07,9.627097363881354e-08,0.1790317841775797
ANK3|A0A087WTF3,0.00801618658186816,0.006765605303566208,-0.0012505812783019515,0.397647481467271,0.6721176969230861,1.0,1.0,1.0
VPS13A|Q96RL7,0.00962023173114114,0.0013880047472283469,-0.008232226983912794,0.2006281023833901,0.8183073348374587,1.0,1.0,1.0
NDUFS1|P28331,0.05720666513313194,0.05873661867945264,0.0015299535463206976,18.047410478939863,2.754597053584178e-08,3.1488871054973943e-07,4.812949412897367e-06,0.9034459007642515
FLNB|O75369-8,-0.04113445199104404,-0.02621624267302508,0.01491820931801896,4.7567399144875955,0.00899858062796185,0.004183891716197754,0.24081114163186404,0.34716387181030584
NRCAM|Q92823-3,0.025113008314596785,0.07158040687140302,0.04646739855680623,3.778808903306227,0.02390601947044857,0.26398392734208503,0.013197090243507757,0.1547460988836461
NRCAM|Q92823-5,0.021914685649780212,0.0408337759744972,0.01891909032471699,10.080105294042422,5.138143419166625e-05,0.009381067438539233,4.948442752625756e-05,0.043301771517212206
HSPA8|P11142,0.005204137755384641,0.014167935379535562,0.008963797624150921,1.4063976534540044,0.24602180792344208,0.5148843163636843,0.3417596832525126,0.5148843163636843
CEP170B|Q9Y4F5-2,0.02137408166423073,0.02835524562772135,0.006981163963490619,8.821734371412845,0.00017250869637123694,0.001304202091532536,0.001304202091532536,0.35325486736721956
CTNNA2|P26232-3,0.02105078817616483,0.029510052423844073,0.008459264247679243,8.766220502107709,0.0001820022087206519,0.0015190957893118178,0.0008662995738289743,0.2777330842512491
ATP2B3|Q16720-2,-0.024045755202472513,-0.017914353565208388,0.006131401637264125,1.1311674652578123,0.3235060658909234,0.4454136257512443,0.6650476017464919,0.755044927860412
ITSN1|Q15811,-0.002393219443076869,0.002393802114658908,0.004787021557735777,0.3687016669632369,0.6918254049456509,1.0,1.0,1.0
IMMT|Q16891-4,0.03445882939192308,0.045250917878809874,0.010792088486886791,19.510934001293805,7.0817315108106134e-09,1.6062153561003556e-06,8.629668847878882e-07,0.1559445345998191
ALDOA|P04075,-0.005280827382802182,-0.009656909650632371,-0.0043760822678301885,0.494464526011684,0.6102045217289245,1.0,1.0,1.0
IMMT|Q16891-2,0.03407643350216485,0.03431941705214598,0.00024298354998113572,11.002767466495282,2.1222265175837493e-05,5.658514851430037e-05,0.0006458338769015054,0.9797572059778092
APOB|P04114,-0.01774410333608245,-0.12148925085825246,-0.10374514752217001,3.3888529992517538,0.03457585920658696,0.6607957401611448,0.027429781917731516,0.08218378645603382
VPS13A|Q96RL7-2,0.010811690280109879,0.009705021663694746,-0.0011066686164151324,1.3279945546164373,0.2659700555189517,0.37766390008386685,0.4780820083906367,0.8946464377617641
